sentence,label,text
In Sweden the agreement covers data communication services as well .,1,Di Swedia perjanjian ini juga mencakup layanan komunikasi data.
$KEP breaking out when the market pulls back  http://stks.co/r0cet,2,$KEP menembus ketika pasar mundur http://stks.co/r0cet
"The latest date for registration is on 4 April , 2006 .",1,Pendaftaran terakhir adalah tanggal 4 April 2006 .
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,1,Mr Skogster saat ini menjabat sebagai manajer yang bertanggung jawab atas modul sistem ABB Oy untuk penggerak tegangan rendah.
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",1,"Laba sebelum pajak berjumlah EUR 9,0 juta, turun dari EUR 36,3 juta pada tahun 2007."
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2,Rasionalisasi operasi ini bertujuan untuk mencapai penghematan tahunan sebesar lebih dari EUR 1 juta mulai kuartal kedua tahun keuangan saat ini.
Metso 's delivery will include a complete coated board line with related air systems and two winders .,1,Pengiriman Metso akan mencakup garis papan berlapis lengkap dengan sistem udara terkait dan dua penggulung.
The reductions will be concluded by autumn 2010 .,1,Pengurangan ini akan selesai pada musim gugur 2010 .
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,1,"Perusahaan juga mengatakan bahwa dewan direksi telah mengusulkan pembagian keuntungan sebesar EUR0,92 per saham."
$MPWR CEO sells 450k april 15th..meh,0,$MPWR CEO menjual 450k pada 15 April..meh
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",1,"Harap informasikan kepada IR Johanna Koskinen mengenai partisipasi Anda selambat-lambatnya tanggal 20 April pukul 10 pagi. Konferensi telepon untuk analis keuangan dan investor, yang diselenggarakan dalam bahasa Inggris, akan dimulai pada pukul 15.00. Waktu Finlandia (EET)."
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,2,Bank memperkirakan PDB Finlandia akan tumbuh sebesar 2% pada tahun 2010 dan 2011.
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",0,"Celana pendek $HLF menghasilkan keuntungan besar dalam beberapa hari terakhir, mungkinkah menghasilkan lebih banyak jika ditutup dan dibeli kembali?"
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",0,"ADPnews - 3 Agustus 2009 - Grup media Finlandia Ilkka-Yhtyma Oyj HEL: ILK2S hari ini mengumumkan laba bersihnya turun 45% pada tahun ini menjadi EUR 5,9 juta USD 8,4 juta pada paruh pertama tahun 2009."
Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,1,Chief Financial Officer Jim Heindlmeyer mengatakan Beyond Oblivion sedang dalam pembicaraan lanjutan dengan empat perusahaan rekaman besar mengenai layanannya.
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",0,"Selain itu, produksi di pabrik Varpaisj+â rvi akan dihentikan pada awal April 2009."
E 's building system service had revenue of EUR 355 mln in 2007 .,1,Layanan sistem bangunan E memperoleh pendapatan sebesar EUR 355 juta pada tahun 2007 .
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,2,Peningkatan penjualan bersih sebagian besar disebabkan oleh akuisisi Silva dari Swedia yang memproduksi peralatan berkebun dan perahu.
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",1,"Budapest, 10 Agustus MTI - Pembuat elektronik Finlandia Elcoteq akan memberhentikan 700 pekerja di pabriknya di Pecs S Hungaria pada akhir September karena menurunnya pesanan, direktur komunikasi unit lokal Elcoteq, Zoltan Krippl mengatakan kepada MTI pada hari Senin."
"The product range includes marinated olives , cold cuts , and pates , for example .",1,"Rangkaian produknya meliputi buah zaitun yang diasinkan, potongan daging dingin, dan pate, misalnya."
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,1,Aldata mencatat bahwa pendekatan Teknologi Rantai Pasokan Suara memungkinkan VDW berintegrasi dengan sistem manajemen gudang.
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,2,Yahoo Inc yang terdaftar di NASDAQ telah memperkenalkan layanan baru yang memungkinkan masyarakat Malaysia membawa konten dan layanan Internet favorit mereka melalui ponsel mereka.
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1,Dari jumlah tersebut 29.659.239 saham dimiliki oleh Perseroan atau grup perusahaannya dan jumlah saham beredar serta hak suara yang melekat pada saham tersebut berjumlah 322.705.218 .
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1,"SRV juga akan membangun taman air dengan area kesehatan, restoran, dan arena es multifungsi."
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",2,"$P bull flag setiap hari, penghasilan tersedia besok +/-12 pergerakan. Akan mengangkangi yang ini menjadi penghasilan..banyak vol dijamin di sini"
Sainsbury sales slip again as price pressures take a toll,0,Penjualan Sainsbury turun lagi karena tekanan harga mulai berdampak
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",1,"Karena data asosiasi tersebut tidak mencakup angka penjualan dari sekitar 100 pabrik bir lokal kecil dan penjualan produk bir impor, pangsa pasar sebenarnya dari para anggotanya lebih kecil dibandingkan dengan yang tercantum dalam laporan."
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,1,Kesepakatan ini sejalan dengan strategi Etteplan untuk beroperasi sebagai mitra pelanggan global dan menyediakan layanan desain teknologi industri.
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",2,"Menurut HKScan Finlandia, rencananya adalah meningkatkan penjualan bersih J+ñrvi-Suomen Portti menjadi EUR 80 juta hingga EUR 100 juta."
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,2,Perhatikan banco ini. Mereka bertahan relatif baik dibandingkan dengan pasar luas $XLF $BAC $GS $C <--pembelian C besar di $BAC di backburner
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",1,"Perusahaan yang didivestasi ini merupakan bagian dari wilayah bisnis TietoEnator, Pemerintahan, Manufaktur & Ritel."
Rosen was cautious about being too optimistic inregard to the second half of the year .,1,Rosen berhati-hati agar tidak terlalu optimis sehubungan dengan paruh kedua tahun ini.
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",2,"Seminar ini memperkenalkan teknologi dan produk yang modern dan ramah lingkungan, perangkat keuangan dan program sponsorship untuk proyek-proyek energi dan lingkungan hidup serta potensi pengembangan energi ramah lingkungan di Vietnam."
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",2,"Pada periode pelaporan, penjualan bersih naik sebesar 8% tahun-ke-tahun menjadi EUR64,3 juta, karena akuisisi bisnis yang direalisasikan selama paruh pertama tahun 2008-09, yang dampaknya sebesar EUR10,9 juta pada periode peninjauan. ."
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",1,"Apartemen YIT Home dapat dibeli di 5 wilayah Rusia, tempat anak perusahaan YIT menjalankan aktivitasnya: Moskow dan wilayah Moskow, St. Petersburg, Ekaterinburg, Kazan, dan Rostov-on-Don."
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,2,Saham Pendapatan $BONE Siap Melejit http://stks.co/2zWE
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,2,KCI Konecranes asal Finlandia telah menaikkan perkiraan pertumbuhan penjualan bersihnya untuk tahun 2006 dari lebih dari 25% menjadi lebih dari 35%.
Spain's Caixabank launches new takeover bid for Banco BPI,2,Caixabank Spanyol meluncurkan tawaran pengambilalihan baru untuk Banco BPI
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,1,PENGUMUMAN BURSA 20 Juli 2006 1 (1) PEMESANAN SAHAM BASWARE DENGAN GARANSI DAN PENAMBAHAN MODAL SAHAM Sebanyak 119.850 saham telah diambil bagian dalam Program Waran BasWare.
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",0,"Scanfil dari Finlandia, pemasok sistem dan produsen kontrak untuk sektor komunikasi dan industri elektronik, melaporkan penjualan bersih sebesar EUR 49,6 juta pada kuartal pertama tahun 2009, yang hanya satu persen lebih kecil dibandingkan periode yang sama tahun 2008."
Entertainment One dispels ITV takeover rumours,2,Entertainment One membantah rumor pengambilalihan ITV
The dividends payable annually shall be deducted from the share subscription price .,1,Dividen yang dibayarkan setiap tahun akan dipotong dari harga pemesanan saham.
New product launches in Finland will more than double from 2005 .,2,Peluncuran produk baru di Finlandia akan meningkat dua kali lipat dibandingkan tahun 2005.
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,2,Penugasan ini memperkuat posisi Poyry sebagai penyedia jasa teknik dan proyek internasional untuk industri proses kimia.
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",1,"Pelanggan kami berasal dari negara-negara berikut: Inggris, Amerika Serikat, Spanyol, Perancis, Italia, Jerman, Cina, Swedia, Norwegia, Belanda, Austria, Belgia, Swiss, Republik Ceko, Serbia, Finlandia, Kanada, Rusia, Ukraina, Portugal, Denmark , Irlandia , Korea Selatan , Estonia dan Liechtenstein ."
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1,"Alpina Sports adalah distributor mis. Sepatu ski dan ski Alpina, tongkat ski Exel, lilin ski Start dan sekarang juga ski lintas alam Peltonen."
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,2,Cargotec Germany GmbH telah mendapatkan kontrak dari Stadtverwaltung Mainz untuk badan sasis berdasarkan prosedur Terbuka.
Reported operating margin was a negative 5.9 % .,0,"Margin operasi yang dilaporkan adalah negatif 5,9%."
The purchase price was not disclosed .,1,Harga pembelian tidak diungkapkan.
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,1,Okmetic memperkirakan penjualan bersihnya pada paruh pertama tahun 2009 akan lebih rendah dibandingkan tahun 2008.
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,2,Penjualan bersih perusahaan farmasi Finlandia Orion naik menjadi EUR 190 juta pada kuartal pertama tahun 2009 dari EUR 180 juta pada kuartal pertama tahun 2008.
The company is well positioned in Brazil and Uruguay .,2,Perusahaan ini memiliki posisi yang baik di Brasil dan Uruguay.
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",2,"Pergerakan naik di #sektor pertambangan yang bergejolak, mengirim Anglo American PLC $AAL naik 6,8% pada pukul 16:30 waktu London"
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,1,Penjualan turun 14 persen di Finlandia dan naik 27 persen di luar negeri dimana penjualan terangkat oleh kuatnya pertumbuhan penjualan di Rusia dan Lithuania.
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,0,"$FB turun 7,5% dari pola #bearish ini.  Mempertimbangkan #sentimen bullish - Itu adalah pergerakan bearish yang mengesankan https://t.co/TaJF0cH2qh"
That would be an increase from estimated sales of 117 million last year .,2,Itu akan menjadi peningkatan dari perkiraan penjualan sebesar 117 juta tahun lalu.
